ID,ADRESS,CORD
08R/10062,"UL. KRAKOWSKA 44, 45075, OPOLE","50.6633684, 17.9253586"
08R/10285,"UL. STEFANA OKRZEI 1/A, 03715, WARSZAWA","52.24895910000001, 21.0295912"
08R/20360,"UL. SZPITALNA 14, 48200, PRUDNIK","50.3235999, 17.5693055"
209234,"UL. SANATORYJNA 1, 43450, USTROŃ","49.7246979, 18.8252108"
210005,"UL. ANDRZEJA STRUGA 3, 90420, ŁÓDŹ","51.7657289, 19.4559087"
240035,"UL. MIRECKIEGO 90, 97200, TOMASZÓW MAZOWIECKI","51.5294812, 20.0327318"
240059,"UL. ŚW. MARKA 2, 26300, OPOCZNO","51.3805398, 20.2873381"
30000603,"ALEJE GRUNWALDZKIE 1, 22600, TOMASZÓW LUBELSKI","50.4428411, 23.4159131"
30003271,"PEOWIAKÓW 1, 22400, ZAMOŚĆ","50.7239517, 23.2547853"
30003861,"GÓRSKIEGO 5, 24140, NAŁĘCZÓW","51.28567, 22.215293"
020227,"CIBÓRZ 5, 66213, CIBÓRZ","52.1462882, 15.4017031"
110043,"UL. PABIANICKA 62, 93513, ŁÓDŹ","51.7323509, 19.4569376"
20000716,"I.ROMANOWSKIEJ 2, 85796, BYDGOSZCZ","53.1454616, 18.1169925"
20000765,"SEMINARYJNA 1, 85326, BYDGOSZCZ","53.1212329, 17.9836374"
20002028,"NOWODWORSKIEGO 14-18, 89500, TUCHOLA","53.58953229999999, 17.8625138"
20002226,"SZUBIŃSKA 93-95, 85312, BYDGOSZCZ","53.1159924, 17.9681303"
061/200266,"UL. KOŁO STRZELNICY 3, 30219, KRAKÓW","50.0635673, 19.8803766"
061/200324,"OSIEDLE ZŁOTEJ JESIENI 1, 31826, KRAKÓW","50.09317129999999, 20.0190229"
063/200005,"UL. UJASTEK 3, 31752, KRAKÓW","50.0811057, 20.0691592"
70000970,"GDYŃSKA 1/3, 05200, WOŁOMIN","52.3465676, 21.2215011"
70000983,"BATALIONÓW CHŁOPSKICH 3/7, 96500, SOCHACZEW","52.2388139, 20.2290657"
08R/20627,"UL. KŁOSOWA 7, 47206, KĘDZIERZYN-KOŹLE","50.3511811, 18.1630538"
09R/010037,"UL. MONTE CASSINO 18, 37700, PRZEMYŚL","49.80718400000001, 22.7851178"
09R/030106,"UL. WOJSKA POLSKIEGO 5, 37450, STALOWA WOLA","50.5754068, 22.0554506"
09R/030976,"UL. CYLICHOWSKA 13/15, 04769, WARSZAWA","52.1946474, 21.1423188"
126/100212,"UL. GLIWICKA 5, 44180, TOSZEK","50.4523665, 18.5225436"
130000201,"DR. ZYGMUNTA SCHINZLA 13, 27600, SANDOMIERZ","50.69837039999999, 21.7523577"
130003014,"MIELCZARSKIEGO 105/3-4, 25726, KIELCE","50.8739155, 20.6165745"
121/100229,"UL. PANEWNICKA 65, 40760, KATOWICE","50.2261468, 18.9590482"
121/200888,"UL. SZYBOWA 2A, 41808, ZABRZE","50.3435379, 18.829859"
121/208628,"UL. ŻELAZNA 1, 40851, KATOWICE","50.2672112, 19.0083882"
121/211946,"UL. MIKOŁOWSKA 1, 41400, MYSŁOWICE","50.2394695, 19.1377882"
121/212426,"UL. JANOWSKA 19, 41400, MYSŁOWICE","50.2363452, 19.1202671"
121/214156,"UL. FRANCUSKA 98A/42, 40168, KATOWICE","50.2412691, 19.027423"
122/212571,"UL. BYSTRZAŃSKA 94B, 43309, BIELSKO-BIAŁA","49.7824114, 19.0667794"
123/100402,"UL. SOBIESKIEGO 9, 42700, LUBLINIEC","50.66448889999999, 18.6826196"
123/210804,"UL. DEKABRYSTÓW 17/19, 42218, CZĘSTOCHOWA","50.8253607, 19.1108722"
140003772,"KRÓLEWIECKA 146, 82300, ELBLĄG","54.1790658, 19.4296262"
150000072,"MICKIEWICZA 2, 60834, POZNAŃ-JEŻYCE","52.4135106, 16.9128735"
70001198,"BANACHA 1A, 02097, WARSZAWA","52.20992039999999, 20.9842957"
70001265,"CHOCIMSKA 24, 00791, WARSZAWA","52.2110552, 21.0230386"
70001992,"POWSTAŃCÓW WIELKOPOLSKICH 2, 06400, CIECHANÓW","52.8836586, 20.63533"
70060571,"GAGARINA 1, 26600, RADOM","51.3844664, 21.1582898"
100002220,"ŚW. ROCHA 12A, 15879, BIAŁYSTOK","53.1342282, 23.1413976"
000013,"UL. HUBALCZYKÓW 1, 76200, SŁUPSK","54.4510238, 17.0612636"
001817,"UL. POLANKI 119, 80308, GDAŃSK","54.3952211, 18.5624737"
001948,"UL. ALOJZEGO PIECHOWSKIEGO 36, 83400, KOŚCIERZYNA","54.1213966, 17.9494822"
120/212492,"UL. KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
3101047,"UL. PODRÓŻNICZA 26-28, 53208, WROCŁAW","51.0900489, 16.9885933"
3102079,"UL. WANDY RUTKIEWICZ 25A, 50571, WROCŁAW","51.07290020000001, 17.0392486"
3201032,"UL. ALFREDA SOKOŁOWSKIEGO 4, 58309, WAŁBRZYCH","50.8014843, 16.277153"
3402118,"UL. MYŚLIWSKA 13, 58540, KARPACZ","50.7807886, 15.7413555"
150004111,"TĘCZOWA 3, 62090, KOBYLNIKI","52.4743302, 16.746829"
150007437,"SŁOWACKIEGO 2, 62300, WRZEŚNIA","52.3249611, 17.5725138"
150008298,"22 STYCZNIA 41, 89300, WYRZYSK","53.1487946, 17.2727512"
160000730,"NOWOGARDZKA 2, 72100, GOLENIÓW","53.56944379999999, 14.8342022"
160000736,"MIESZKA I 7, 72600, ŚWINOUJŚCIE","53.9097212, 14.25824"
160000749,"POWSTAŃCÓW WIELKOPOLSKICH 72, 70111, SZCZECIN","53.4074158, 14.5303268"
160000907,"CHAŁUBIŃSKIEGO 7, 75581, KOSZALIN","54.1979389, 16.2132775"
160001235,"SZPITALNA 2, 75720, KOSZALIN","54.18780570000001, 16.1850746"
160002458,"ZWYCIĘSTWA 119, 75601, KOSZALIN","54.1905692, 16.1922745"
70603204,"ŻYTNIA 16/C, 01014, WARSZAWA","52.24059630000001, 20.9810884"
08R/10061,"UL. KATOWICKA 66A, 45060, OPOLE","50.6716527, 17.9376942"
08R/20338,"UL. LEGNICKA 48/BUD.F, 54202, WROCŁAW","51.116781, 16.9959327"
210491,"UL. ARMII KRAJOWEJ 43A, 94046, ŁÓDŹ","51.7465961, 19.4014083"
220003,"UL. KRÓLEWSKA 29, 98220, ZDUŃSKA WOLA","51.6043596, 18.9421917"
220333,"OS. WARSZAWSKA 104, 98400, WIERUSZÓW","51.2958679, 18.1636042"
060/200160,"UL. FRANCISZKA KLIMCZAKA 17/80, 02797, WARSZAWA","52.16012199999999, 21.072985"
060/200336,"UL. LEGNICKA 48F, 54202, WROCŁAW","51.1166977, 16.995508"
061/100005,"UL. SKARBOWA 4, 31121, KRAKÓW","50.0636495, 19.9264078"
30000414,"WARSZAWSKA 2-4, 21560, MIĘDZYRZEC PODLASKI","51.98462989999999, 22.7874382"
30000686,"PIŁSUDSKIEGO 11, 22500, HRUBIESZÓW","50.8026574, 23.8923923"
30006006,"PRZEMYSŁOWA 4A, 24300, OPOLE LUBELSKIE","51.1460599, 21.9761816"
042361,"UL. WAZÓW 42, 65044, ZIELONA GÓRA","51.9419505, 15.5203207"
100043,"UL. PIŁSUDSKIEGO 8, 66530, DREZDENKO","52.8346098, 15.8258272"
20006359,"Szubińska 93, 85312, Bydgoszcz","53.116101869916086, 17.968462893914246"
061/200227,"UL. STEFANA ROGOZIŃSKIEGO 5, 31559, KRAKÓW","50.0574595, 19.9639901"
061/200231,"UL. ORLICH GNIAZD 8/13, 01493, WARSZAWA","52.2507685, 20.9206413"
70000962,"PARTYZANTÓW 2/4, 05802, PRUSZKÓW","52.1690054, 20.8254075"
09R/010005,"UL. GRUNWALDZKA 4, 36100, KOLBUSZOWA","50.2428028, 21.7621522"
09R/030780,"UL. ADAMA MICKIEWICZA 168, 37600, LUBACZÓW","50.1717017, 23.1231816"
100000065,"ALEJA JÓZEFA PIŁSUDSKIEGO 11, 18404, ŁOMŻA","53.16056460000001, 22.085552"
126/101003,"UL. MARII CURIE-SKŁODOWSKIEJ 9, 41800, ZABRZE","50.313189, 18.7801709"
130000188,"GIMNAZJALNA 41B, 26200, KOŃSKIE","51.190387, 20.3916828"
130001321,"OSIEDLE NA STOKU 63A, 25437, KIELCE","50.8936958, 20.662949"
130002629,"JANA NOWAKA JEZIORAŃSKIEGO 75, 25408, KIELCE","50.89045609999999, 20.6673703"
130004609,"ŚW. LEONARDA 1/20, 25311, KIELCE","50.8692906, 20.635003"
140000806,"WAŃKOWICZA 5, 10684, OLSZTYN","53.75383369999999, 20.4940668"
121/210793,"UL. SZPITALNA 6, 41100, SIEMIANOWICE ŚLĄSKIE","50.3043353, 19.0308534"
122/202829,"UL. KRÓTKA 4, 43502, CZECHOWICE-DZIEDZICE","49.9093654, 19.004961"
123/108020,"UL. MIROWSKA 15, 42200, CZĘSTOCHOWA","50.81283149999999, 19.134114"
124/200885,"UL. KAZIMIERZA PRZERWY-TETMAJERA 150, 44280, RYDUŁTOWY","50.0672199, 18.4312918"
140001850,"KĘTRZYŃSKIEGO 5/7A, 10506, OLSZTYN","53.7822289, 20.4959441"
140002266,"LILIOWA 20, 10687, BARTĄG","53.7213915, 20.4789967"
150000065,"28 CZERWCA1956 R 135/147, 61545, POZNAŃ-WILDA","52.3903112, 16.9198672"
70001479,"DUBOISA 68, 07300, OSTRÓW MAZOWIECKA","52.7988935, 21.912925"
70001665,"SZPITALNA 37, 05300, MIŃSK MAZOWIECKI","52.1729111, 21.5785047"
70061605,"BAGNO 2/WEJSCIE E LOK.3, 00112, WARSZAWA","52.2360398, 21.0054291"
100000358,"M. C. SKŁODOWSKIEJ 15, 16200, DĄBROWA BIAŁOSTOCKA","53.653655, 23.3479762"
100003681,"WĘGLOWA 6, 15121, BIAŁYSTOK","53.1454026, 23.1736386"
100005057,"STEFANA OKRZEI 1A, 03715, WARSZAWA","52.2488549, 21.0298143"
001403,"UL. CYLICHOWSKA 13/15, 04769, WARSZAWA","52.1946474, 21.1423188"
3102075,"UL. ŁOWIECKA 24, 50220, WROCŁAW","51.1248692, 17.0271953"
3202132,"UL. JANUSZA KUSOCIŃSKIEGO 3A, 57300, KŁODZKO","50.4302478, 16.6487745"
150005976,"OBORNICKA 262, 60693, POZNAŃ","52.4482229, 16.9077603"
150006000,"WILKOŃSKICH 16, 62020, SWARZĘDZ","52.3999367, 17.079686"
150007789,"GEN. GROTA ROWECKIEGO 6, 63900, RAWICZ","51.6156671, 16.8431878"
150008323,"STRZELECKA 48B, 61846, POZNAŃ","52.3999277, 16.9350948"
150011526,"BARANA 15, 61244, POZNAŃ","52.39294289999999, 16.9902151"
160000908,"UNII LUBELSKIEJ 1, 71252, SZCZECIN","53.4491041, 14.5048716"
160003837,"PARKOWA 5, 74100, GRYFINO","53.25498950000001, 14.4911358"
160004583,"SANATORYJNA 1, 43450, USTROŃ","49.7246979, 18.8252108"
70603652,"WIERZEJEWSKIEGO 12, 05510, KONSTANCIN-JEZIORNA","52.0816844, 21.1138619"
70603688,"MICKIEWICZA 39, 05500, PIASECZNO","52.06237849999999, 21.0252953"
70603854,"BRZESKA 131, 08110, SIEDLCE","52.1540338, 22.2989771"
70604868,"ODKRYTA 44B/A1, 03140, WARSZAWA","52.3336471, 20.940888"
70605172,"TEOFILA KWIATKOWSKIEGO 19, 06102, PUŁTUSK","52.6940824, 21.1145141"
08R/20352,"UL. CZĘSTOCHOWSKA 31, 46040, OZIMEK","50.6818018, 18.2205276"
130004,"UL. UŁAŃSKA 28, 99400, ŁOWICZ","52.0992273, 19.9279962"
140039,"UL. RAKOWSKA 15, 97300, PIOTRKÓW TRYBUNALSKI","51.4189857, 19.714621"
140043,"UL. JAGIELLOŃSKA 36, 97500, RADOMSKO","51.0571488, 19.4602084"
061/100014,"UL. MIKOŁAJA KOPERNIKA 36, 31501, KRAKÓW","50.0630402, 19.9512761"
30002936,"SPOKOJNA 17/9, 20066, LUBLIN","51.2523676, 22.5538343"
020210,"UL. POZNAŃSKA 109, 66300, MIĘDZYRZECZ","52.44767659999999, 15.6179222"
100667,"UL. ANIELI KRZYWOŃ 2, 65001, ZIELONA GÓRA","51.9290434, 15.4888363"
